tr2010gj,tr2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G0600810601700,06081601700,G0600810601700,06081601700,0.992856319,0.998989541,0.9990653174,0.9990167195,0.9990499794,0.9990512342,0.9990431395,0.9990827628
G0600810601800,06081601800,G0600810601800,06081601800,1,1,1,1,1,1,1,1
G0600810601901,06081601901,G0600810601601,06081601601,0.00016557,0.0005559548,0.0007118365,0.0005457526,0.0004100963,0.000400626,0.0006839839,0
G0600810601901,06081601901,G0600810601901,06081601901,0.99983443,0.9994440452,0.9992881635,0.9994542474,0.9995899037,0.999599374,0.9993160161,1
G0600810601902,06081601902,G0600810601902,06081601902,1,1,1,1,1,1,1,1
G0600810602000,06081602000,G0600810602001,06081602001,0.3953847998,0.57733037,0.5844741235,0.5832455216,0.6177062374,0.6186407767,0.5643979058,0.7947826087
G0600810602000,06081602000,G0600810602002,06081602002,0.6046152002,0.42266963,0.4155258765,0.4167544784,0.3822937626,0.3813592233,0.4356020942,0.2052173913
G0600810602100,06081602100,G0600810602100,06081602100,1,1,1,1,1,1,1,1
G0600810602200,06081602200,G0600810602201,06081602201,0.5319043602,0.5875804057,0.5898066208,0.6248513674,0.6086783439,0.6031746032,0.6666666667,0.5960232784
G0600810602200,06081602200,G0600810602202,06081602202,0.4680956398,0.4124195943,0.4101933792,0.3751486326,0.3913216561,0.3968253968,0.3333333333,0.4039767216
G0600810602300,06081602300,G0600810602300,06081602300,0.9924083828,1,1,1,1,1,1,1
G0600810602300,06081602300,G0600810604102,06081604102,0.0026368844,0,0,0,0,0,0,0
G0600810602300,06081602300,G0600810604200,06081604200,0.0014538253,0,0,0,0,0,0,0
G0600810602300,06081602300,G0600810984300,06081984300,0.0035009076,0,0,0,0,0,0,0
G0600810602400,06081602400,G0600810602400,06081602400,0.9939246507,0.9999499669,0.9999506901,0.9999484414,0.9999603624,0.9999598125,0.9999447261,0.9999814043
G0600810602400,06081602400,G0600810604102,06081604102,0.0060753493,0.0000500331,0.0000493099,0.0000515586,0.0000396376,0.0000401875,0.0000552739,0.0000185957
G0600810602500,06081602500,G0600810602500,06081602500,0.961570577,0.9718963202,0.9724722238,0.9681518609,0.9704081626,0.970108098,0.9691995251,0.9776372903
G0600810602500,06081602500,G0600810603700,06081603700,0.038429423,0.0281036798,0.0275277762,0.0318481391,0.0295918374,0.029891902,0.0308004749,0.0223627097
G0600810602600,06081602600,G0600810602601,06081602601,0.5459094897,0.5176931554,0.5241710567,0.5253071253,0.5354065193,0.5369247235,0.5659885237,0.4574468085
G0600810602600,06081602600,G0600810602602,06081602602,0.4540905103,0.4823068446,0.4758289433,0.4746928747,0.4645934807,0.4630752765,0.4340114763,0.5425531915
G0600810602700,06081602700,G0600810602700,06081602700,0.9968291721,1,1,1,1,1,1,1
G0600810602700,06081602700,G0600810614000,06081614000,0.0031708279,0,0,0,0,0,0,0
G0600810602800,06081602800,G0600810601000,06081601000,0.0125617042,0.0106079875,0.011133687,0.0108919745,0.0115433371,0.0113221804,0.0132959758,0.00751266
G0600810602800,06081602800,G0600810602800,06081602800,0.9874382958,0.9893920125,0.988866313,0.9891080255,0.9884566629,0.9886778196,0.9867040242,0.99248734
G0600810602900,06081602900,G0600810601000,06081601000,0.00016399,0,0,0,0,0,0,0
G0600810602900,06081602900,G0600810602900,06081602900,0.99983601,1,1,1,1,1,1,1
G0600810603000,06081603000,G0600810603000,06081603000,0.9990257569,1,1,1,1,1,1,1
G0600810603000,06081603000,G0600810614000,06081614000,0.0009742431,0,0,0,0,0,0,0
G0600810603100,06081603100,G0600810603100,06081603100,0.9994827586,1,1,1,1,1,1,1
G0600810603100,06081603100,G0600810614000,06081614000,0.0005172414,0,0,0,0,0,0,0
G0600810603200,06081603200,G0600810603200,06081603200,0.993557197,0.9941953522,0.9944071395,0.995411385,0.9946356422,0.9936351469,0.9959337812,0.9906598606
G0600810603200,06081603200,G0600810603300,06081603300,0.006442803,0.0058046478,0.0055928605,0.004588615,0.0053643578,0.0063648531,0.0040662188,0.0093401394
G0600810603300,06081603300,G0600810603200,06081603200,0.0012292245,0,0,0,0,0,0,0
G0600810603300,06081603300,G0600810603300,06081603300,0.9828337911,1,1,1,1,1,1,1
G0600810603300,06081603300,G0600810603400,06081603400,0.0159369844,0,0,0,0,0,0,0
G0600810603400,06081603400,G0600810603300,06081603300,0.0077030932,0,0,0,0,0,0,0
G0600810603400,06081603400,G0600810603400,06081603400,0.9774069122,1,1,1,1,1,1,1
G0600810603400,06081603400,G0600810613501,06081613501,0.0142282056,0,0,0,0,0,0,0
G0600810603400,06081603400,G0600810614000,06081614000,0.000661789,0,0,0,0,0,0,0
G0600810603700,06081603700,G0600810603700,06081603700,1,1,1,1,1,1,1,1
G0600810603801,06081603801,G0600810603801,06081603801,1,1,1,1,1,1,1,1
G0600810603802,06081603802,G0600810603802,06081603802,1,1,1,1,1,1,1,1
G0600810603900,06081603900,G0600810603900,06081603900,0.9894338042,0.9914182815,0.9916264289,0.9909949878,0.9922987754,0.9923135282,0.9899051931,0.9956675208
G0600810603900,06081603900,G0600810604400,06081604400,0.0003355145,0.0002691685,0.0002340272,0.0002685016,0.0002150635,0.000224437,0.0000188652,0.0004911944
G0600810603900,06081603900,G0600810604500,06081604500,0.0061377056,0.0071763052,0.0070725956,0.0075333275,0.0064576386,0.0064506003,0.0085720112,0.0034818549
G0600810603900,06081603900,G0600810604600,06081604600,0.0040929757,0.0011362448,0.0010669483,0.0012031831,0.0010285225,0.0010114345,0.0015039304,0.0003594299
G0600810604000,06081604000,G0600810604000,06081604000,1,1,1,1,1,1,1,1
G0600810604101,06081604101,G0600810604103,06081604103,0.5125535358,0.5933942199,0.5895669291,0.6021505376,0.5950774117,0.59559103,0.5487316422,0.6146892655
G0600810604101,06081604101,G0600810604104,06081604104,0.4807101153,0.4066057801,0.4104330709,0.3978494624,0.4049225883,0.40440897,0.4512683578,0.3853107345
G0600810604101,06081604101,G0600810604200,06081604200,0.0002601908,0,0,0,0,0,0,0
G0600810604101,06081604101,G0600810604400,06081604400,0.0064761581,0,0,0,0,0,0,0
G0600810604102,06081604102,G0600810602400,06081602400,0.0060561731,0,0,0,0,0,0,0
G0600810604102,06081604102,G0600810604102,06081604102,0.9939438269,1,1,1,1,1,1,1
G0600810604200,06081604200,G0600810604104,06081604104,0.0042335229,0,0,0,0,0,0,0
G0600810604200,06081604200,G0600810604200,06081604200,0.9949400308,1,1,1,1,1,1,1
G0600810604200,06081604200,G0600810604400,06081604400,0.0008264463,0,0,0,0,0,0,0
G0600810604400,06081604400,G0600810603900,06081603900,0.000410027,0.0005368052,0.0006639904,0.0004539372,0.0011611962,0.0010921485,0,0.0018708792
G0600810604400,06081604400,G0600810604400,06081604400,0.999589973,0.9994631948,0.9993360096,0.9995460628,0.9988388038,0.9989078515,1,0.9981291208
G0600810604500,06081604500,G0600810603900,06081603900,0.0004030987,0.0001454086,0.0001371672,0.0001429091,0.0001358649,0.0001293291,0.0001526924,0.0000840149
G0600810604500,06081604500,G0600810604500,06081604500,0.9995969013,0.9998545914,0.9998628328,0.9998570909,0.9998641351,0.9998706709,0.9998473076,0.9999159851
G0600810604600,06081604600,G0600810604600,06081604600,1,1,1,1,1,1,1,1
G0600810604700,06081604700,G0600810604700,06081604700,1,1,1,1,1,1,1,1
G0600810604800,06081604800,G0600810604800,06081604800,1,1,1,1,1,1,1,1
G0600810604900,06081604900,G0600810604900,06081604900,1,1,1,1,1,1,1,1
G0600810605000,06081605000,G0600810604900,06081604900,0.0028036895,0.0025776838,0.0026914652,0.0027427792,0.0022792889,0.0021787546,0.0028449465,0.0013256447
G0600810605000,06081605000,G0600810605000,06081605000,0.9963900352,0.9974223162,0.9973085348,0.9972572208,0.9977207111,0.9978212454,0.9971550535,0.9986743553
G0600810605000,06081605000,G0600810605600,06081605600,0.0008062754,0,0,0,0,0,0,0
G0600810605100,06081605100,G0600810604400,06081604400,0.0138862639,0,0,0,0,0,0,0
G0600810605100,06081605100,G0600810605100,06081605100,0.9847268757,1,1,1,1,1,1,1
G0600810605100,06081605100,G0600810605400,06081605400,0.0013868604,0,0,0,0,0,0,0
G0600810605200,06081605200,G0600810605200,06081605200,0.9961583372,0.9990433788,0.998924731,0.9989879906,0.9988761736,0.9987829338,0.9986379172,0.9996822072
G0600810605200,06081605200,G0600810605600,06081605600,0.0038416628,0.0009566212,0.001075269,0.0010120094,0.0011238264,0.0012170662,0.0013620828,0.0003177928
G0600810605300,06081605300,G0600810605300,06081605300,0.9994916884,0.9998973484,0.9998994015,0.9998824518,0.9998934197,0.9998897286,0.9998223816,0.9999786817
G0600810605300,06081605300,G0600810605600,06081605600,0.0005083116,0.0001026516,0.0001005985,0.0001175482,0.0001065803,0.0001102714,0.0001776184,0.0000213183
G0600810605400,06081605400,G0600810605400,06081605400,1,1,1,1,1,1,1,1
G0600810605500,06081605500,G0600810605501,06081605501,0.3295162787,0.5327635328,0.5541854399,0.5004549591,0.5923190547,0.5940185631,0.3807531381,0.6685082873
G0600810605500,06081605500,G0600810605502,06081605502,0.6692496223,0.4670176974,0.4456291573,0.4991893341,0.4075365872,0.4058470533,0.6187697955,0.3314671696
G0600810605500,06081605500,G0600810605600,06081605600,0.001234099,0.0002187699,0.0001854028,0.0003557069,0.0001443581,0.0001343836,0.0004770664,0.0000245431
G0600810605600,06081605600,G0600810605000,06081605000,0.0041998594,0.0087815945,0.0090989457,0.0086203509,0.0090014582,0.0088391824,0.0086531468,0.0144858342
G0600810605600,06081605600,G0600810605200,06081605200,0.0010823209,0.0033015164,0.0032025993,0.0030846165,0.0032895652,0.0033134538,0.0032579945,0.003786666
G0600810605600,06081605600,G0600810605300,06081605300,0.0015549456,0.0046131032,0.005209158,0.0055712081,0.0058273358,0.0059087208,0.0059303893,0.0042046952
G0600810605600,06081605600,G0600810605502,06081605502,0.0001478473,0.0002999209,0.0003564952,0.0003866864,0.0004364485,0.0004100297,0.0004641673,0
G0600810605600,06081605600,G0600810605600,06081605600,0.9928939449,0.9827890285,0.9819439632,0.9821633421,0.9812245104,0.9812867357,0.981498721,0.9769068958
G0600810605600,06081605600,G0600810605800,06081605800,0.0001210818,0.0002148364,0.0001888385,0.000173796,0.0002206818,0.0002418776,0.0001955811,0.0006159088
G0600810605700,06081605700,G0600810605700,06081605700,0.9886883485,0.9822006146,0.9806894255,0.9827018344,0.9811631283,0.9806964652,0.9807020049,0.9898476175
G0600810605700,06081605700,G0600810605800,06081605800,0.0012380341,0.0027286979,0.0029983021,0.0027659775,0.0030792346,0.0031721249,0.0032427338,0
G0600810605700,06081605700,G0600810606400,06081606400,0.000391562,0.0008490129,0.0007137258,0.0007914015,0.0008681665,0.0008238581,0.0009142638,0
G0600810605700,06081605700,G0600810606500,06081606500,0.0027077632,0.0061423928,0.0065212732,0.0058060468,0.0066172329,0.006876112,0.0067260861,0.0045671634
G0600810605700,06081605700,G0600810606800,06081606800,0.0061083666,0.0080792818,0.0090772734,0.0079347399,0.0082722378,0.0084314398,0.0084149113,0.0055852191
G0600810605700,06081605700,G0600810606900,06081606900,0.0008659256,0,0,0,0,0,0,0
G0600810605800,06081605800,G0600810605600,06081605600,0.0080280856,0.0028594317,0.002825404,0.0027951191,0.0030649467,0.0031502006,0.0040549701,0.000075464
G0600810605800,06081605800,G0600810605700,06081605700,0.0126644383,0.0039713077,0.0037419156,0.0038044802,0.0036889812,0.0037691445,0.0043898296,0.001572694
G0600810605800,06081605800,G0600810605800,06081605800,0.9793074761,0.9931692606,0.9934326804,0.9934004007,0.9932460721,0.9930806549,0.9915552003,0.998351842
G0600810605900,06081605900,G0600810605901,06081605901,0.58955084,0.505287686,0.4977954145,0.4924496644,0.4992193599,0.4975952645,0.5043352601,0.4973262032
G0600810605900,06081605900,G0600810605902,06081605902,0.41044916,0.494712314,0.5022045855,0.5075503356,0.5007806401,0.5024047355,0.4956647399,0.5026737968
G0600810606000,06081606000,G0600810606000,06081606000,1,1,1,1,1,1,1,1
G0600810606100,06081606100,G0600810606100,06081606100,0.9996849702,1,1,1,1,1,1,1
G0600810606100,06081606100,G0600810607701,06081607701,0.0003150298,0,0,0,0,0,0,0
G0600810606200,06081606200,G0600810606201,06081606201,0.5223208022,0.5101763908,0.4970021066,0.5153294194,0.4657906661,0.4652567976,0.5199449794,0.4391891892
G0600810606200,06081606200,G0600810606202,06081606202,0.4776791978,0.4898236092,0.5029978934,0.4846705806,0.5342093339,0.5347432024,0.4800550206,0.5608108108
G0600810606300,06081606300,G0600810606300,06081606300,1,1,1,1,1,1,1,1
G0600810606400,06081606400,G0600810605700,06081605700,0.0253589206,0.0046078711,0.004708961,0.0052045372,0.0046963418,0.005078872,0.0048160969,0.004636055
G0600810606400,06081606400,G0600810606400,06081606400,0.9746410794,0.9953921289,0.995291039,0.9947954628,0.9953036582,0.994921128,0.9951839031,0.995363945
G0600810606500,06081606500,G0600810605700,06081605700,0.0063897132,0.0010690857,0.0011027656,0.0010831569,0.0010859025,0.0010955846,0.0011253324,0.000803642
G0600810606500,06081606500,G0600810606500,06081606500,0.9936102868,0.9989309143,0.9988972344,0.9989168431,0.9989140975,0.9989044154,0.9988746676,0.999196358
G0600810606600,06081606600,G0600810606600,06081606600,1,1,1,1,1,1,1,1
G0600810606700,06081606700,G0600810605700,06081605700,0.0047777971,0.0034031022,0.0031011058,0.003344412,0.0029802797,0.002946591,0.003168499,0.0022557772
G0600810606700,06081606700,G0600810606700,06081606700,0.9952222029,0.9965968978,0.9968988942,0.996655588,0.9970197203,0.997053409,0.996831501,0.9977442228
G0600810606800,06081606800,G0600810605700,06081605700,0.0221497923,0,0,0,0,0,0,0
G0600810606800,06081606800,G0600810606800,06081606800,0.9777254036,1,1,1,1,1,1,1
G0600810606800,06081606800,G0600810606900,06081606900,0.000124804,0,0,0,0,0,0,0
G0600810606900,06081606900,G0600810605700,06081605700,0.0010906304,0,0,0,0,0,0,0
G0600810606900,06081606900,G0600810606900,06081606900,0.9989093696,1,1,1,1,1,1,1
G0600810607000,06081607000,G0600810607000,06081607000,0.987772485,0.9998561165,0.9998510911,0.9998430202,0.999855007,0.9998602078,0.9998015633,0.9999407186
G0600810607000,06081607000,G0600810608800,06081608800,0.012227515,0.0001438835,0.0001489089,0.0001569798,0.000144993,0.0001397922,0.0001984367,0.0000592814
G0600810607100,06081607100,G0600810607100,06081607100,0.9987586728,0.9986661062,0.9987006995,0.9986617439,0.9986060689,0.9985827132,0.9985557921,0.9989920524
G0600810607100,06081607100,G0600810608800,06081608800,0.0012413272,0.0013338938,0.0012993005,0.0013382561,0.0013939311,0.0014172868,0.0014442079,0.0010079476
G0600810607200,06081607200,G0600810607200,06081607200,1,1,1,1,1,1,1,1
G0600810607300,06081607300,G0600810607300,06081607300,1,1,1,1,1,1,1,1
G0600810607400,06081607400,G0600810607400,06081607400,1,1,1,1,1,1,1,1
G0600810607500,06081607500,G0600810607500,06081607500,1,1,1,1,1,1,1,1
G0600810607600,06081607600,G0600810607600,06081607600,1,1,1,1,1,1,1,1
G0600810607701,06081607701,G0600810607701,06081607701,1,1,1,1,1,1,1,1
G0600810607702,06081607702,G0600810607702,06081607702,1,1,1,1,1,1,1,1
G0600810607800,06081607800,G0600810607800,06081607800,1,1,1,1,1,1,1,1
G0600810607900,06081607900,G0600810607900,06081607900,1,1,1,1,1,1,1,1
G0600810608001,06081608001,G0600810608001,06081608001,1,1,1,1,1,1,1,1
G0600810608002,06081608002,G0600810608002,06081608002,1,1,1,1,1,1,1,1
G0600810608004,06081608004,G0600810607900,06081607900,0.0095920535,0.0011985825,0.0013277131,0.0012720774,0.0013548649,0.0014009338,0.0022316301,0.0006411549
G0600810608004,06081608004,G0600810608024,06081608024,0.1911669978,0.4099346793,0.4076136455,0.4241866382,0.380764569,0.3789367028,0.6931529852,0.1264721826
G0600810608004,06081608004,G0600810608025,06081608025,0.7992409487,0.5888667382,0.5910586414,0.5745412844,0.6178805661,0.6196623635,0.3046153846,0.8728866625
G0600810608013,06081608013,G0600810608013,06081608013,1,1,1,1,1,1,1,1
G0600810608023,06081608023,G0600810608023,06081608023,1,1,1,1,1,1,1,1
G0600810608100,06081608100,G0600810608100,06081608100,1,1,1,1,1,1,1,1
G0600810608200,06081608200,G0600810608200,06081608200,1,1,1,1,1,1,1,1
G0600810608300,06081608300,G0600810608300,06081608300,1,1,1,1,1,1,1,1
G0600810608400,06081608400,G0600810608400,06081608400,1,1,1,1,1,1,1,1
G0600810608501,06081608501,G0600810608501,06081608501,0.9999070034,1,1,1,1,1,1,1
G0600810608501,06081608501,G0600810608700,06081608700,0.0000929966,0,0,0,0,0,0,0
G0600810608502,06081608502,G0600810608502,06081608502,0.9996768014,0.9996760915,0.9996771932,0.9996208126,0.9997528511,0.9997578949,0.9995423168,1
G0600810608502,06081608502,G0600810608600,06081608600,0.0003231986,0.0003239085,0.0003228068,0.0003791874,0.0002471489,0.0002421051,0.0004576832,0
G0600810608600,06081608600,G0600810608501,06081608501,0.0001687902,0,0,0,0,0,0,0
G0600810608600,06081608600,G0600810608600,06081608600,0.9988864704,1,1,1,1,1,1,1
G0600810608600,06081608600,G0600810610304,06081610304,0.0009447394,0,0,0,0,0,0,0
G0600810608700,06081608700,G0600810608501,06081608501,0.0000127415,0,0,0,0,0,0,0
G0600810608700,06081608700,G0600810608600,06081608600,0.0005012966,0,0,0,0,0,0,0
G0600810608700,06081608700,G0600810608700,06081608700,0.9994859619,1,1,1,1,1,1,1
G0600810608800,06081608800,G0600810607000,06081607000,0.0001055807,0,0,0,0,0,0,0
G0600810608800,06081608800,G0600810608800,06081608800,0.9998944193,1,1,1,1,1,1,1
G0600810608900,06081608900,G0600810608900,06081608900,0.9950471717,0.997867617,0.9978840858,0.9977741761,0.9982670774,0.9982770812,0.9973115498,0.9988664025
G0600810608900,06081608900,G0600810609601,06081609601,0.0046414946,0.0010181744,0.0009911238,0.0010091764,0.0009703561,0.0009703729,0.0007925253,0.0010818949
G0600810608900,06081608900,G0600810609603,06081609603,0.0003113337,0.0011142086,0.0011247904,0.0012166475,0.0007625665,0.0007525458,0.001895925,0.0000517026
G0600810609000,06081609000,G0600810608600,06081608600,0.0013196502,0,0,0,0,0,0,0
G0600810609000,06081609000,G0600810608700,06081608700,0.001184434,0,0,0,0,0,0,0
G0600810609000,06081609000,G0600810609000,06081609000,0.9886625353,0.9972311673,0.9976010084,0.9975060517,0.9973550084,0.9974316055,0.9959398055,1
G0600810609000,06081609000,G0600810609500,06081609500,0.0088333805,0.0027688327,0.0023989916,0.0024939483,0.0026449916,0.0025683945,0.0040601945,0
G0600810609100,06081609100,G0600810608600,06081608600,0.007830544,0.011901848,0.0122909412,0.0090560766,0.0155626878,0.0162510801,0.0149114831,0.0173284543
G0600810609100,06081609100,G0600810609000,06081609000,0.0000641231,0,0,0,0,0,0,0
G0600810609100,06081609100,G0600810609100,06081609100,0.9773118634,0.988098152,0.9877090588,0.9909439234,0.9844373122,0.9837489199,0.9850885169,0.9826715457
G0600810609100,06081609100,G0600810610302,06081610302,0.0102458474,0,0,0,0,0,0,0
G0600810609100,06081609100,G0600810610304,06081610304,0.0045476221,0,0,0,0,0,0,0
G0600810609201,06081609201,G0600810609201,06081609201,1,1,1,1,1,1,1,1
G0600810609202,06081609202,G0600810609202,06081609202,1,1,1,1,1,1,1,1
G0600810609300,06081609300,G0600810609300,06081609300,1,1,1,1,1,1,1,1
